system:index,date,snowfall_sum,temperature_2m,total_precipitation_sum,.geo
19501114,1950-11-14,6.659260607903369E-4,263.53997011540815,6.705518862220288E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501115,1950-11-15,2.2653463792569523E-4,261.25629293059006,2.3340677077950762E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501116,1950-11-16,2.549513602035035E-4,260.62647770929027,2.9080653416582155E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501117,1950-11-17,1.0854824985804175E-4,260.9628016781269,1.3304418669494148E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501118,1950-11-18,4.7131918229123527E-4,261.8089237547362,4.950135354747672E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501119,1950-11-19,0.0011191800977843425,265.70274124243207,0.0011532663551616859,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501120,1950-11-20,0.0015325813798638332,266.31915613589126,0.001543600911024371,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501121,1950-11-21,0.0015062291598421237,266.92171693969715,0.001540216009383086,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501122,1950-11-22,2.0907001303990168E-4,264.3236173788385,2.3274437599320958E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501123,1950-11-23,4.900971203861668E-4,267.65927888993957,5.510398468543876E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501124,1950-11-24,4.70284383112826E-7,265.8266568788703,2.5959390052868455E-6,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501125,1950-11-25,1.1540937444192891E-4,269.7655887593474,2.8049861585150305E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501126,1950-11-26,0.004093124697288424,269.9363882057357,0.004521769750271421,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501127,1950-11-27,0.005371424357839504,265.2113462474603,0.0054127349791755,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501128,1950-11-28,4.95479523147401E-4,260.1119626699904,5.018818823134658E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501129,1950-11-29,0.006770303220557048,266.54994577628173,0.007178488563386458,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501130,1950-11-30,0.0072974222789421,261.49245716603525,0.007359340942370102,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501201,1950-12-01,0.003249295935595127,263.7122792522772,0.0032632798505359416,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501202,1950-12-02,9.912240970088942E-4,258.8432739215132,9.993780095520358E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501203,1950-12-03,5.000374286318423E-4,257.2659171804102,5.037647349737747E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501204,1950-12-04,1.7225287863709788E-4,259.36115179718706,1.7624879691039745E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501205,1950-12-05,0.0024583782628630514,267.1050577026147,0.0038176468109011145,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501206,1950-12-06,0.0035649689823521614,269.8334175865193,0.005169363571138841,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501207,1950-12-07,0.006774053569571286,270.3574421817457,0.008858688035674222,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501208,1950-12-08,0.0013424483294724166,264.6138821242071,0.001350235482187605,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501209,1950-12-09,0.01591952668116539,268.4204488626503,0.016812654711483847,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501210,1950-12-10,0.006456708852646084,264.1008154949681,0.006512862848493558,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501211,1950-12-11,0.001467007019900138,258.39346409499615,0.0014702248809610385,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501212,1950-12-12,0.0012686926641061246,258.3988228255582,0.0012731808589291108,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501213,1950-12-13,3.93059817201157E-4,254.8937195334286,3.9681050872188736E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501214,1950-12-14,0.0027828855922816978,259.0930031849574,0.0027860821328796266,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501215,1950-12-15,0.0013153671395836502,259.58295043495866,0.0013216187029330975,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501216,1950-12-16,0.0038355643413976,265.3557272380307,0.004662732580534321,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501217,1950-12-17,0.008720940148425498,272.82656859631726,0.017806416845157762,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501218,1950-12-18,0.005477927302812884,272.2300249159629,0.00984024811721359,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501219,1950-12-19,0.001602384570972475,268.7960949777054,0.0018768989419376714,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501220,1950-12-20,0.003044224742256192,271.02007095639226,0.004313499838101734,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501221,1950-12-21,9.756417085634664E-4,271.2018580641741,0.0023533340218612558,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501222,1950-12-22,4.847187848646439E-4,270.7102778985311,0.0010667935983883047,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501223,1950-12-23,8.923630563416464E-4,270.7467903327969,0.0014047743949665219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501224,1950-12-24,9.062546653709959E-4,270.64879452383644,0.001331409485389287,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501225,1950-12-25,3.2263381268830615E-4,268.147244196983,5.643944386416588E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501226,1950-12-26,0.0018915156760391223,269.5552652057962,0.002633642096962825,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501227,1950-12-27,0.0011932098333453823,267.93599585108757,0.0013745967612834615,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501228,1950-12-28,0.0014761033292077978,267.3050106759173,0.001577131911130073,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501229,1950-12-29,2.891961598126357E-4,263.6635858839391,2.978235796497652E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501230,1950-12-30,5.256401512770338E-4,262.84225839089646,5.359436932073171E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19501231,1950-12-31,0.001226899108265365,261.3811824827904,0.0012330944487016309,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510101,1951-01-01,0.0015839875035147603,259.99877711521174,0.0015924535883490541,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510102,1951-01-02,3.5063559893673844E-4,259.64948840873245,3.531842209234799E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510103,1951-01-03,1.786122579855134E-4,260.3321979773101,1.8656892289452292E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510104,1951-01-04,9.567532695911213E-4,262.28770066593074,9.846468758446564E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510105,1951-01-05,0.0036472417835976207,265.77540944062554,0.003772061601712925,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510106,1951-01-06,4.625904053341171E-4,265.7540056036074,4.840397523223416E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510107,1951-01-07,2.061896872722905E-4,263.47408216470967,2.2614874421580678E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510108,1951-01-08,4.6559427275476403E-4,263.700670468806,4.95473227628776E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510109,1951-01-09,2.0538468111202488E-4,263.8568221610395,2.2548918195630953E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510110,1951-01-10,0.0022938201438185177,266.0726879131187,0.002622375464596124,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510111,1951-01-11,0.0038094229369548182,270.2173888531311,0.004227570748780221,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510112,1951-01-12,0.0038276370125191923,268.55685000375263,0.0038829089451638756,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510113,1951-01-13,0.004786588387165386,268.37570398183834,0.0048261973311492816,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510114,1951-01-14,0.0033615224916010407,268.1465473265031,0.0034122692576989536,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510115,1951-01-15,2.0047303573881813E-4,262.66116051083264,2.1474848875657234E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510116,1951-01-16,0.00766788069211516,266.7892789893399,0.008289496600025346,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510117,1951-01-17,0.0019308139893553587,270.442334904859,0.002439422485464939,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510118,1951-01-18,0.0028075210530170776,266.0574476975026,0.0028809588023383853,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510119,1951-01-19,7.309552991602328E-4,263.0077917412903,7.388324725552339E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510120,1951-01-20,0.0050103019017634295,264.7654778791229,0.0050875169915068075,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510121,1951-01-21,0.015763479472110497,270.84549756762885,0.018804662514755568,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510122,1951-01-22,9.160856868856309E-4,269.65410021087655,0.0012560975380025133,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510123,1951-01-23,0.007012833004724724,271.68391418019974,0.014361875755116731,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510124,1951-01-24,0.0045651698035360875,271.1220395812802,0.006629687018538958,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510125,1951-01-25,0.0021153797236980335,266.62424503469856,0.002177623457715688,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510126,1951-01-26,9.88500787783527E-4,264.0096755248227,9.989932896440547E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510127,1951-01-27,0.00211100451560865,262.5227871069697,0.002115842534904773,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510128,1951-01-28,0.001594081257416852,260.84283433022875,0.0016079451070605197,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510129,1951-01-29,0.011355244289078888,268.7832859539089,0.01280174338884585,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510130,1951-01-30,0.009106583430838883,270.43600527239835,0.010752254777481844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510131,1951-01-31,0.00185455241625819,266.4330998312872,0.0019327406935300414,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510201,1951-02-01,0.007103231956589525,267.4055541578789,0.007231480020462602,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510202,1951-02-02,0.0011400643252574428,265.18055635244764,0.0011802546341432634,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510203,1951-02-03,0.0018406914004033942,264.2523500190812,0.0018913743108378408,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510204,1951-02-04,0.00764330715133842,266.33362364572923,0.007870494301050142,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510205,1951-02-05,0.008626342011074088,268.09901101693015,0.009813001863952031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510206,1951-02-06,0.007768647541136478,272.3207429550876,0.009480977068803768,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510207,1951-02-07,0.002898426050846749,271.3826838060276,0.004135486861886896,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510208,1951-02-08,0.0012570536189651952,269.21990420301296,0.001348198877347536,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510209,1951-02-09,0.002706437007502607,269.6545957901316,0.0027517589681059548,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510210,1951-02-10,2.794404123603599E-4,268.32890748007134,3.0231840933746175E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510211,1951-02-11,8.124490552858645E-4,271.27780708789186,0.0029150404453796943,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510212,1951-02-12,0.002145940925228514,271.7549333254882,0.00412661648211188,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510213,1951-02-13,0.004914748710246882,269.5334597954062,0.005119735444586987,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510214,1951-02-14,8.742436585858241E-4,267.53447072977366,9.197264356197718E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510215,1951-02-15,4.0409870496945394E-4,266.76588342144413,4.708706860345203E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510216,1951-02-16,0.0028984442750934255,269.1540397117519,0.0032997023362511336,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510217,1951-02-17,0.0034311086201518353,270.87475591979063,0.004160951017164617,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510218,1951-02-18,0.0011791467901622048,268.06181374526807,0.0012112752597887597,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510219,1951-02-19,0.0028167250417428995,267.2710420950703,0.0028377495308302774,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510220,1951-02-20,0.006716196209469451,264.8986713716907,0.006725025480684211,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510221,1951-02-21,0.0077305329437083285,266.61467174931556,0.007764202378030446,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510222,1951-02-22,0.005910831580772315,266.48730331901174,0.005941577747978398,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510223,1951-02-23,0.0018278597155491736,264.1420101474796,0.0018365725243488671,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510224,1951-02-24,0.0011121638923630365,261.1743008307259,0.0011300404159489991,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510225,1951-02-25,0.0019521707863977358,265.3061421866484,0.002004706260221578,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510226,1951-02-26,7.105619905330467E-4,264.06599303740586,7.238245351603485E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510227,1951-02-27,0.004859938913277658,271.25385043350764,0.005922191057709264,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510228,1951-02-28,0.004677372927722109,273.29200802885424,0.015230365832310376,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510301,1951-03-01,0.003589338859866324,272.254494783644,0.005550476965323856,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510302,1951-03-02,0.004091932134400771,269.0720319738927,0.004269774522657969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510303,1951-03-03,0.007127816064657589,267.14745011299533,0.007262317993528502,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510304,1951-03-04,0.002255027132312923,266.13678059961603,0.002319688248329562,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510305,1951-03-05,0.012212216158145554,266.6248930275387,0.012274094135597761,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510306,1951-03-06,0.0068378328276798885,265.7149060945146,0.006850988395870623,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510307,1951-03-07,0.0018727478216859043,266.44575751613564,0.0018821832829923888,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510308,1951-03-08,4.974714191491142E-4,264.047605035826,5.013908444891499E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510309,1951-03-09,4.2024388716522615E-4,261.75951529931035,4.2200507627328915E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510310,1951-03-10,4.948699779829611E-4,262.2271576974089,4.980383278866031E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510311,1951-03-11,0.0016486021086386808,263.0787444628217,0.0016598194486587893,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510312,1951-03-12,0.0010195692697614492,260.060016788133,0.0010293916958428277,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510313,1951-03-13,0.0011664560954193813,261.713785647382,0.0011788542168537483,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510314,1951-03-14,8.260991162211124E-4,259.1618090196506,8.297637953566101E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510315,1951-03-15,0.002948305493140095,261.36363486019815,0.0029571800399684637,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510316,1951-03-16,9.240338897420672E-4,264.77863411981093,9.353252541752517E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510317,1951-03-17,2.0561848864640198E-4,262.7549457830274,2.083919511211805E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510318,1951-03-18,7.149651254953955E-4,261.31593701010013,7.187228547903678E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510319,1951-03-19,0.008084126075920286,262.86609452804606,0.008152615302055286,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510320,1951-03-20,0.008780209542682573,264.78787470615947,0.008840261059070305,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510321,1951-03-21,0.009232982215831215,264.570668615281,0.009240019157478742,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510322,1951-03-22,0.004436626766755231,264.18345337155785,0.00444104915633165,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510323,1951-03-23,0.0015474248465091845,263.7037103105102,0.0015565814206011605,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510324,1951-03-24,7.763313535515036E-4,263.53448106041003,7.86089819119351E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510325,1951-03-25,9.82112367590381E-4,262.42399291436857,9.873854313528785E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510326,1951-03-26,2.5885881614309066E-4,262.29795152052554,2.6114790886350874E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510327,1951-03-27,6.696221272182812E-4,264.22765456699784,7.427714730908215E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510328,1951-03-28,0.0016987900435321975,268.73593748025525,0.001839426444275575,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510329,1951-03-29,3.291308048327732E-4,265.7755952876996,3.573887607059557E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510330,1951-03-30,0.005960717113380532,266.10219027916105,0.0060589761747954374,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510331,1951-03-31,0.0029643169685963236,266.334684008938,0.0029729676111621226,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510401,1951-04-01,0.001923829327637591,266.10077425828985,0.0019386838969149011,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510402,1951-04-02,0.002128018543057918,265.95172742171906,0.002191130869947695,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510403,1951-04-03,0.006006695672092387,270.1401489685606,0.006548892295889724,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510404,1951-04-04,0.004224916325796966,270.6955721611318,0.004413951245864818,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510405,1951-04-05,0.00308019652197441,270.93924313848675,0.0033599756528513913,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510406,1951-04-06,0.002614744064830066,270.3077395310991,0.002670778401547538,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510407,1951-04-07,4.789877925452268E-4,267.23450570029945,5.068717398576402E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510408,1951-04-08,0.0011157889975091006,266.0530303945312,0.0011521814445985806,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510409,1951-04-09,5.623758384514279E-4,263.2765531433224,5.659179749201533E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510410,1951-04-10,0.001709697536862046,264.43569668940694,0.0017393585608296391,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510411,1951-04-11,0.0027140401577930243,265.59155953439733,0.0027297634972846515,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510412,1951-04-12,0.0024541328027332257,262.761303546246,0.0024614775270661313,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510413,1951-04-13,0.001096776269716721,260.48110958263436,0.0011035694869615173,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510414,1951-04-14,0.0019790058540541107,260.4602831375051,0.001984498477020482,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510415,1951-04-15,0.0039364416220026175,262.2925160934153,0.003942006879732797,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510416,1951-04-16,0.008434458780736996,262.3563886879749,0.008448404337037656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510417,1951-04-17,0.0018064227004886107,262.41663186263133,0.001811856641145683,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510418,1951-04-18,0.002358536228832811,264.1382459284948,0.002365582704056115,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510419,1951-04-19,0.0013207291406185772,263.1190560967279,0.0013258813569422057,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510420,1951-04-20,0.0013743738850576406,264.68950148897636,0.0014923424544190094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510421,1951-04-21,0.00608160257568448,272.8951577699353,0.012341151317506968,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510422,1951-04-22,0.0017958220653311232,273.5885533069177,0.004618253088202002,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510423,1951-04-23,0.005465238620600525,272.6578501359294,0.006716636474014565,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510424,1951-04-24,0.0029496135776866266,270.00746977497926,0.0033122848630467512,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510425,1951-04-25,0.0010621399546002165,268.31294419421954,0.001143444706392771,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510426,1951-04-26,2.5879859538681827E-4,268.9854661260498,2.9220502328029894E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510427,1951-04-27,1.6079359193393877E-4,273.2102521949581,2.887699714476914E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510428,1951-04-28,1.445868889715717E-4,273.1980745087004,6.581498479438224E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
19510429,1951-04-29,1.3189003913931842E-5,273.443920670245,2.757212997092005E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
